LoadLevel,Duration,Stage
01-01 00:00:00+01:00,0,sti207
01-01 01:00:00+01:00,0,sti207
01-01 02:00:00+01:00,0,sti207
01-01 03:00:00+01:00,0,sti207
01-01 04:00:00+01:00,0,sti58
01-01 05:00:00+01:00,0,sti58
01-01 06:00:00+01:00,0,sti207
01-01 07:00:00+01:00,0,sti207
01-01 08:00:00+01:00,0,sti207
01-01 09:00:00+01:00,0,sti207
01-01 10:00:00+01:00,0,sti207
01-01 11:00:00+01:00,0,sti218
01-01 12:00:00+01:00,0,sti218
01-01 13:00:00+01:00,0,sti218
01-01 14:00:00+01:00,1,sti218
01-01 15:00:00+01:00,0,sti218
01-01 16:00:00+01:00,0,sti61
01-01 17:00:00+01:00,0,sti243
01-01 18:00:00+01:00,0,sti203
01-01 19:00:00+01:00,0,sti203
01-01 20:00:00+01:00,0,sti102
01-01 21:00:00+01:00,0,sti220
01-01 22:00:00+01:00,0,sti220
01-01 23:00:00+01:00,0,sti281
01-02 00:00:00+01:00,0,sti281
01-02 01:00:00+01:00,1,sti207
01-02 02:00:00+01:00,0,sti207
01-02 03:00:00+01:00,0,sti58
01-02 04:00:00+01:00,0,sti207
01-02 05:00:00+01:00,0,sti281
01-02 06:00:00+01:00,0,sti220
01-02 07:00:00+01:00,0,sti94
01-02 08:00:00+01:00,0,sti203
01-02 09:00:00+01:00,0,sti203
01-02 10:00:00+01:00,0,sti132
01-02 11:00:00+01:00,0,sti291
01-02 12:00:00+01:00,1,sti291
01-02 13:00:00+01:00,0,sti291
01-02 14:00:00+01:00,0,sti112
01-02 15:00:00+01:00,0,stp21
01-02 16:00:00+01:00,0,stp21
01-02 17:00:00+01:00,0,stp21
01-02 18:00:00+01:00,0,stp21
01-02 19:00:00+01:00,0,stp21
01-02 20:00:00+01:00,0,stp21
01-02 21:00:00+01:00,0,sti63
01-02 22:00:00+01:00,1,sti102
01-02 23:00:00+01:00,0,sti196
01-03 00:00:00+01:00,0,sti192
01-03 01:00:00+01:00,0,sti261
01-03 02:00:00+01:00,0,sti261
01-03 03:00:00+01:00,0,sti105
01-03 04:00:00+01:00,0,sti261
01-03 05:00:00+01:00,0,sti192
01-03 06:00:00+01:00,0,sti73
01-03 07:00:00+01:00,0,sti311
01-03 08:00:00+01:00,0,stp21
01-03 09:00:00+01:00,0,stp21
01-03 10:00:00+01:00,0,stp21
01-03 11:00:00+01:00,0,sti246
01-03 12:00:00+01:00,0,stp21
01-03 13:00:00+01:00,0,stp21
01-03 14:00:00+01:00,0,stp21
01-03 15:00:00+01:00,0,stp21
01-03 16:00:00+01:00,0,stp6
01-03 17:00:00+01:00,0,stp8
01-03 18:00:00+01:00,0,stp8
01-03 19:00:00+01:00,0,stp4
01-03 20:00:00+01:00,0,stp21
01-03 21:00:00+01:00,0,stp21
01-03 22:00:00+01:00,0,sti63
01-03 23:00:00+01:00,0,sti123
01-04 00:00:00+01:00,0,sti164
01-04 01:00:00+01:00,0,sti326
01-04 02:00:00+01:00,0,sti326
01-04 03:00:00+01:00,0,sti261
01-04 04:00:00+01:00,0,sti192
01-04 05:00:00+01:00,0,sti290
01-04 06:00:00+01:00,0,sti255
01-04 07:00:00+01:00,0,stp21
01-04 08:00:00+01:00,0,stp21
01-04 09:00:00+01:00,0,stp21
01-04 10:00:00+01:00,0,stp21
01-04 11:00:00+01:00,0,stp21
01-04 12:00:00+01:00,0,stp21
01-04 13:00:00+01:00,0,stp21
01-04 14:00:00+01:00,0,stp21
01-04 15:00:00+01:00,0,stp21
01-04 16:00:00+01:00,0,stp6
01-04 17:00:00+01:00,0,stp8
01-04 18:00:00+01:00,0,stp8
01-04 19:00:00+01:00,0,stp10
01-04 20:00:00+01:00,0,stp21
01-04 21:00:00+01:00,0,stp21
01-04 22:00:00+01:00,0,sti295
01-04 23:00:00+01:00,0,sti123
01-05 00:00:00+01:00,0,sti164
01-05 01:00:00+01:00,0,sti192
01-05 02:00:00+01:00,0,sti57
01-05 03:00:00+01:00,0,sti261
01-05 04:00:00+01:00,0,sti57
01-05 05:00:00+01:00,0,sti192
01-05 06:00:00+01:00,0,sti37
01-05 07:00:00+01:00,0,sti196
01-05 08:00:00+01:00,0,sti255
01-05 09:00:00+01:00,0,sti90
01-05 10:00:00+01:00,0,sti112
01-05 11:00:00+01:00,0,sti112
01-05 12:00:00+01:00,0,sti112
01-05 13:00:00+01:00,0,sti112
01-05 14:00:00+01:00,0,sti8
01-05 15:00:00+01:00,0,stp21
01-05 16:00:00+01:00,0,stp21
01-05 17:00:00+01:00,0,stp21
01-05 18:00:00+01:00,0,stp21
01-05 19:00:00+01:00,0,stp21
01-05 20:00:00+01:00,0,stp21
01-05 21:00:00+01:00,0,sti63
01-05 22:00:00+01:00,0,sti102
01-05 23:00:00+01:00,0,sti193
01-06 00:00:00+01:00,0,sti192
01-06 01:00:00+01:00,0,sti261
01-06 02:00:00+01:00,0,sti261
01-06 03:00:00+01:00,0,sti105
01-06 04:00:00+01:00,0,sti105
01-06 05:00:00+01:00,0,sti219
01-06 06:00:00+01:00,0,sti220
01-06 07:00:00+01:00,0,sti220
01-06 08:00:00+01:00,0,sti79
01-06 09:00:00+01:00,0,sti132
01-06 10:00:00+01:00,0,sti345
01-06 11:00:00+01:00,0,sti291
01-06 12:00:00+01:00,1,sti32
01-06 13:00:00+01:00,0,sti32
01-06 14:00:00+01:00,0,sti32
01-06 15:00:00+01:00,1,sti214
01-06 16:00:00+01:00,0,stp21
01-06 17:00:00+01:00,0,stp21
01-06 18:00:00+01:00,0,stp21
01-06 19:00:00+01:00,0,stp21
01-06 20:00:00+01:00,0,stp21
01-06 21:00:00+01:00,0,sti246
01-06 22:00:00+01:00,0,sti102
01-06 23:00:00+01:00,0,sti196
01-07 00:00:00+01:00,0,sti326
01-07 01:00:00+01:00,0,sti261
01-07 02:00:00+01:00,0,sti261
01-07 03:00:00+01:00,0,sti261
01-07 04:00:00+01:00,0,sti261
01-07 05:00:00+01:00,0,sti290
01-07 06:00:00+01:00,0,sti176
01-07 07:00:00+01:00,0,stp21
01-07 08:00:00+01:00,0,stp32
01-07 09:00:00+01:00,0,stp32
01-07 10:00:00+01:00,0,stp21
01-07 11:00:00+01:00,0,stp21
01-07 12:00:00+01:00,0,stp21
01-07 13:00:00+01:00,0,stp21
01-07 14:00:00+01:00,0,stp21
01-07 15:00:00+01:00,0,stp33
01-07 16:00:00+01:00,0,stp22
01-07 17:00:00+01:00,0,stp26
01-07 18:00:00+01:00,0,stp26
01-07 19:00:00+01:00,1,stp8
01-07 20:00:00+01:00,1,stp6
01-07 21:00:00+01:00,0,stp21
01-07 22:00:00+01:00,0,stp1
01-07 23:00:00+01:00,0,sti123
01-08 00:00:00+01:00,0,sti196
01-08 01:00:00+01:00,0,sti37
01-08 02:00:00+01:00,0,sti192
01-08 03:00:00+01:00,0,sti192
01-08 04:00:00+01:00,0,sti191
01-08 05:00:00+01:00,0,sti94
01-08 06:00:00+01:00,0,stp1
01-08 07:00:00+01:00,0,stn1
01-08 08:00:00+01:00,1,stp4
01-08 09:00:00+01:00,1,stp10
01-08 10:00:00+01:00,1,sti5
01-08 11:00:00+01:00,0,stp21
01-08 12:00:00+01:00,0,stp21
01-08 13:00:00+01:00,0,stp21
01-08 14:00:00+01:00,1,sti82
01-08 15:00:00+01:00,0,stp29
01-08 16:00:00+01:00,0,stp34
01-08 17:00:00+01:00,0,stp18
01-08 18:00:00+01:00,1,stp30
01-08 19:00:00+01:00,0,stp18
01-08 20:00:00+01:00,0,stp22
01-08 21:00:00+01:00,0,stp21
01-08 22:00:00+01:00,0,stp21
